Unconnected pairs,CN,JI,PA,AA,RA
"(35, 75)",13.199999999999998,0.0,731,0.0,0.0
"(35, 76)",13.199999999999998,0.0,688,0.0,0.0
"(35, 77)",13.199999999999998,0.0,1247,0.0,0.0
"(35, 79)",13.199999999999998,0.0,860,0.0,0.0
"(35, 80)",26.199999999999996,0.14814814814814814,817,2.111221280646211,0.18761169473688483
"(35, 81)",32.599999999999994,0.2318840579710145,1806,4.292016626980398,0.4012429058233834
"(35, 82)",21.4,0.04081632653061224,344,0.49378185130518415,0.03484848484848485
"(35, 83)",31.0,0.1590909090909091,2537,3.570934721137513,0.28606524764590163
"(35, 84)",21.4,0.03636363636363636,602,0.512652544951371,0.04044117647058823
"(35, 85)",13.199999999999998,0.0,817,0.0,0.0
"(35, 86)",13.199999999999998,0.0,1720,0.0,0.0
"(35, 87)",21.4,0.03076923076923077,1032,0.6527371895991351,0.09347826086956522
"(35, 88)",23.799999999999997,0.06756756756756757,1548,1.2092429094631252,0.08152962347729789
"(35, 89)",23.799999999999997,0.09090909090909091,731,1.3129465691625626,0.11859126984126984
"(35, 90)",13.199999999999998,0.0,1419,0.0,0.0
"(35, 91)",31.799999999999997,0.28846153846153844,1032,4.113556379622854,0.40286943849882306
"(35, 92)",13.199999999999998,0.0,215,0.0,0.0
"(35, 93)",25.4,0.1111111111111111,1161,1.710608175288813,0.11933422058422058
"(35, 94)",25.4,0.11290322580645161,1118,1.710608175288813,0.11933422058422058
"(35, 96)",13.199999999999998,0.0,2236,0.0,0.0
"(35, 97)",13.199999999999998,0.0,774,0.0,0.0
"(35, 102)",13.199999999999998,0.0,817,0.0,0.0
"(35, 111)",28.599999999999998,0.1506849315068493,1763,2.7822519012517475,0.2151988234610186
"(35, 112)",22.199999999999996,0.04411764705882353,1204,0.87182652241325,0.10389492753623189
"(35, 113)",13.199999999999998,0.0,559,0.0,0.0
"(35, 114)",23.799999999999997,0.06097560975609756,1892,1.3518681767114358,0.13508540372670808
"(35, 115)",13.199999999999998,0.0,301,0.0,0.0
"(35, 116)",24.599999999999998,0.10526315789473684,860,1.5645620270142624,0.1318658346791339
"(35, 117)",22.199999999999996,0.05660377358490566,559,0.7430702647675534,0.0534344621301143
"(35, 118)",25.4,0.09090909090909091,1763,1.763602339153513,0.14056437931437932
"(35, 119)",22.999999999999996,0.08333333333333333,387,1.0826810188109333,0.10017050298380221
"(35, 120)",13.199999999999998,0.0,43,0.0,0.0
"(35, 121)",24.599999999999998,0.07894736842105263,1677,1.505284572346184,0.11973104598104597
"(35, 124)",13.199999999999998,0.0,688,0.0,0.0
"(35, 125)",25.4,0.1044776119402985,1333,1.710608175288813,0.11933422058422058
"(35, 126)",13.199999999999998,0.0,731,0.0,0.0
"(35, 127)",22.199999999999996,0.043478260869565216,1247,0.7528716745097948,0.05763888888888889
"(35, 128)",13.199999999999998,0.0,1720,0.0,0.0
"(35, 129)",21.4,0.03125,989,0.4774070996214436,0.03125
"(35, 130)",20.599999999999998,0.012987012987012988,1505,0.21908933281411486,0.010416666666666666
"(35, 133)",9.899999999999999,0.0,258,0.0,0.0
"(35, 134)",22.999999999999996,0.07692307692307693,559,1.0826810188109333,0.10017050298380221
"(35, 136)",35.8,0.16260162601626016,4300,5.2628075076973015,0.4616141074037683
"(35, 137)",22.199999999999996,0.05357142857142857,688,0.7888086846334641,0.07015687015687017
"(35, 138)",13.199999999999998,0.0,989,0.0,0.0
"(35, 139)",26.999999999999996,0.17307692307692307,774,2.4341596879866367,0.2248419963210474
"(35, 140)",13.199999999999998,0.0,1333,0.0,0.0
"(35, 141)",22.999999999999996,0.06451612903225806,989,0.9844878304095115,0.07097222222222223
"(35, 142)",24.599999999999998,0.08823529411764706,1333,1.5452850627366799,0.13210478335478334
"(35, 143)",22.199999999999996,0.05263157894736842,731,0.7596544369800362,0.058104298801973216
"(35, 144)",13.199999999999998,0.0,731,0.0,0.0
"(35, 145)",9.899999999999999,0.0,86,0.0,0.0
"(35, 146)",25.4,0.1111111111111111,1161,1.710608175288813,0.11933422058422058
"(35, 147)",13.199999999999998,0.0,1677,0.0,0.0
"(35, 148)",13.199999999999998,0.0,215,0.0,0.0
"(35, 149)",13.199999999999998,0.0,2322,0.0,0.0
"(35, 150)",22.999999999999996,0.05128205128205128,1677,1.1301442892205786,0.12472826086956522
"(35, 151)",20.599999999999998,0.015384615384615385,989,0.21908933281411486,0.010416666666666666
"(35, 152)",9.899999999999999,0.0,129,0.0,0.0
"(35, 153)",21.4,0.024390243902439025,1763,0.48188100820332924,0.031695331695331695
"(35, 155)",13.199999999999998,0.0,860,0.0,0.0
"(35, 156)",13.199999999999998,0.0,946,0.0,0.0
"(35, 157)",9.899999999999999,0.0,172,0.0,0.0
"(35, 158)",26.199999999999996,0.0851063829787234,2537,2.0304972656195615,0.1616377503877504
"(35, 159)",22.999999999999996,0.08163265306122448,430,1.2260009566469785,0.1565643648763853
"(35, 160)",9.899999999999999,0.0,43,0.0,0.0
"(35, 161)",22.199999999999996,0.04225352112676056,1333,0.87182652241325,0.10389492753623189
"(35, 162)",25.4,0.12727272727272726,817,1.9653144156359539,0.20385856250371628
"(35, 163)",13.199999999999998,0.0,516,0.0,0.0
"(35, 164)",29.4,0.14285714285714285,2279,3.132069982612013,0.27264086069210286
"(35, 165)",9.899999999999999,0.0,43,0.0,0.0
"(35, 167)",13.199999999999998,0.0,1935,0.0,0.0
"(35, 169)",13.199999999999998,0.0,989,0.0,0.0
"(35, 172)",13.199999999999998,0.0,1720,0.0,0.0
"(35, 173)",13.199999999999998,0.0,1032,0.0,0.0
"(35, 174)",32.599999999999994,0.20253164556962025,2236,4.211348339939966,0.3702039806995239
"(35, 175)",20.599999999999998,0.016666666666666666,774,0.25831776680732876,0.020833333333333332
"(35, 176)",13.199999999999998,0.0,1032,0.0,0.0
"(35, 177)",20.599999999999998,0.016129032258064516,860,0.28599966750267436,0.030303030303030304
"(35, 178)",27.799999999999997,0.1388888888888889,1677,2.5791724491025643,0.21222419402543624
"(35, 180)",9.899999999999999,0.0,215,0.0,0.0
"(35, 181)",13.199999999999998,0.0,258,0.0,0.0
"(35, 182)",30.199999999999996,0.23636363636363636,1075,3.4135964187284533,0.2943578088974698
"(35, 183)",27.799999999999997,0.1388888888888889,1677,2.839456813858771,0.3211560359929924
"(35, 184)",13.199999999999998,0.0,946,0.0,0.0
"(35, 185)",13.199999999999998,0.0,645,0.0,0.0
"(35, 186)",13.199999999999998,0.0,559,0.0,0.0
"(35, 188)",24.599999999999998,0.1276595744680851,430,1.760393969702829,0.20222390913180385
"(35, 189)",22.199999999999996,0.04225352112676056,1333,0.7848065427726575,0.06573721747447653
"(35, 190)",25.4,0.1111111111111111,1161,1.710608175288813,0.11933422058422058
"(35, 191)",13.199999999999998,0.0,1075,0.0,0.0
"(35, 192)",26.199999999999996,0.08888888888888889,2365,1.9689259420961418,0.1401675539175539
"(35, 193)",25.4,0.109375,1204,1.710608175288813,0.11933422058422058
"(35, 194)",28.599999999999998,0.125,2408,2.711671286586995,0.19267611333605122
"(35, 195)",22.999999999999996,0.047058823529411764,1978,0.9640803713396032,0.06437135665076842
"(35, 196)",22.999999999999996,0.047619047619047616,1935,0.9574487539196295,0.062440476190476185
"(35, 197)",27.799999999999997,0.14492753623188406,1548,2.4793327930128775,0.1791625998225377
"(35, 198)",13.199999999999998,0.0,602,0.0,0.0
"(36, 37)",13.199999999999998,0.0,130,0.0,0.0
"(36, 38)",13.199999999999998,0.0,494,0.0,0.0
"(36, 39)",13.199999999999998,0.0,156,0.0,0.0
"(36, 40)",20.599999999999998,0.01694915254237288,884,0.21908933281411486,0.010416666666666666
"(36, 41)",13.199999999999998,0.0,182,0.0,0.0
"(36, 42)",20.599999999999998,0.02702702702702703,312,0.267546386419054,0.023809523809523808
"(36, 43)",26.999999999999996,0.1956521739130435,754,2.3217510269585504,0.18791580226262028
"(36, 44)",20.599999999999998,0.016129032258064516,962,0.21908933281411486,0.010416666666666666
"(36, 45)",13.199999999999998,0.0,182,0.0,0.0
"(36, 46)",21.4,0.0425531914893617,598,0.48663571923316884,0.03422619047619047
"(36, 47)",13.199999999999998,0.0,78,0.0,0.0
"(36, 48)",20.599999999999998,0.030303030303030304,208,0.267546386419054,0.023809523809523808
"(36, 50)",24.599999999999998,0.1276595744680851,702,1.550664486653709,0.1284570890503094
"(36, 51)",20.599999999999998,0.022727272727272728,494,0.2530848692773169,0.019230769230769232
"(36, 52)",23.799999999999997,0.18518518518518517,156,1.2621254784759164,0.09720708905030939
"(36, 57)",34.199999999999996,0.4,962,4.757622986525294,0.42097838310016966
"(36, 58)",20.599999999999998,0.017543859649122806,832,0.21908933281411486,0.010416666666666666
"(36, 59)",21.4,0.05555555555555555,312,0.4983309310871473,0.03617992177314211
"(36, 61)",31.0,0.3111111111111111,858,3.7017532133247473,0.32909371770384216
"(36, 62)",20.599999999999998,0.01818181818181818,780,0.21908933281411486,0.010416666666666666
"(36, 63)",20.599999999999998,0.017857142857142856,806,0.21908933281411486,0.010416666666666666
"(36, 64)",21.4,0.03571428571428571,832,0.4774070996214436,0.03125
"(36, 65)",21.4,0.03508771929824561,858,0.4774070996214436,0.03125
"(36, 66)",21.4,0.034482758620689655,884,0.4774070996214436,0.03125
"(36, 68)",20.599999999999998,0.02564102564102564,364,0.21908933281411486,0.010416666666666666
"(36, 69)",31.0,0.2153846153846154,1378,3.6256437197763622,0.3020299074171694
"(36, 71)",28.599999999999998,0.24444444444444444,780,3.067964769680385,0.33090069080648865
"(36, 73)",21.4,0.03636363636363636,806,0.495383739801998,0.03535980148883375
"(36, 74)",24.599999999999998,0.15,520,1.8331512860886545,0.24708865211235712
"(36, 75)",20.599999999999998,0.023809523809523808,442,0.2530848692773169,0.019230769230769232
"(36, 76)",20.599999999999998,0.024390243902439025,416,0.2530848692773169,0.019230769230769232
"(36, 77)",13.199999999999998,0.0,754,0.0,0.0
"(36, 78)",22.199999999999996,0.061224489795918366,676,0.7174202639012621,0.04659658843980878
"(36, 79)",21.4,0.045454545454545456,520,0.5206312556963708,0.04304029304029304
"(36, 80)",20.599999999999998,0.022727272727272728,494,0.21908933281411486,0.010416666666666666
"(36, 82)",13.199999999999998,0.0,208,0.0,0.0
"(36, 84)",25.4,0.21212121212121213,364,1.8743278386668538,0.1722889312002594
"(36, 85)",13.199999999999998,0.0,494,0.0,0.0
"(36, 86)",20.599999999999998,0.015384615384615385,1040,0.2422988705246811,0.016129032258064516
"(36, 88)",25.4,0.12727272727272726,936,1.778501840036653,0.14000736672961933
"(36, 89)",23.799999999999997,0.13157894736842105,442,1.2253636367249556,0.08576796320440389
"(36, 90)",21.4,0.03508771929824561,858,0.5127924482288844,0.040758676351896686
"(36, 91)",20.599999999999998,0.02040816326530612,624,0.21908933281411486,0.010416666666666666
"(36, 92)",9.899999999999999,0.0,130,0.0,0.0
"(36, 93)",23.799999999999997,0.10416666666666667,702,1.2194579214822834,0.08401050719045478
"(36, 94)",23.799999999999997,0.10638297872340426,676,1.2194579214822834,0.08401050719045478
"(36, 95)",24.599999999999998,0.1,1040,1.4565995960052065,0.09845129852881429
"(36, 96)",26.999999999999996,0.13043478260869565,1352,2.3773959277516017,0.20928995762630426
"(36, 97)",13.199999999999998,0.0,468,0.0,0.0
"(36, 98)",26.999999999999996,0.14285714285714285,1196,2.2955942979628348,0.18138331638691407
"(36, 99)",27.799999999999997,0.13157894736842105,1560,2.537893168487516,0.19751234864497857
"(36, 100)",26.999999999999996,0.13636363636363635,1274,2.2955942979628348,0.18138331638691407
"(36, 101)",26.999999999999996,0.13636363636363635,1274,2.2955942979628348,0.18138331638691407
"(36, 102)",13.199999999999998,0.0,494,0.0,0.0
"(36, 103)",26.999999999999996,0.225,598,2.6483299726812524,0.3241615889164453
"(36, 104)",20.599999999999998,0.022222222222222223,520,0.267546386419054,0.023809523809523808
"(36, 105)",26.999999999999996,0.13846153846153847,1248,2.2955942979628348,0.18138331638691407
"(36, 106)",21.4,0.031746031746031744,1014,0.48663571923316884,0.03422619047619047
"(36, 107)",20.599999999999998,0.015873015873015872,988,0.21908933281411486,0.010416666666666666
"(36, 108)",29.4,0.16216216216216217,1560,3.0347736300667796,0.23323802647591957
"(36, 109)",22.199999999999996,0.05357142857142857,858,0.722653161431274,0.04819915254237288
"(36, 110)",22.999999999999996,0.06153846153846154,1118,0.9727908394234416,0.06660980148883375
"(36, 111)",29.4,0.21818181818181817,1066,3.0514192106728455,0.2386710123898325
"(36, 112)",30.199999999999996,0.3170731707317073,728,3.393187792969268,0.2892346109262207
"(36, 113)",25.4,0.21875,338,1.8334514175835148,0.15546027107719645
"(36, 114)",31.0,0.25,1144,3.6540144425474947,0.31179273782756795
"(36, 115)",13.199999999999998,0.0,182,0.0,0.0
"(36, 116)",13.199999999999998,0.0,520,0.0,0.0
"(36, 117)",13.199999999999998,0.0,338,0.0,0.0
"(36, 118)",26.999999999999996,0.15517241379310345,1066,2.302480289583808,0.18688569974925667
"(36, 119)",13.199999999999998,0.0,234,0.0,0.0
"(36, 120)",9.899999999999999,0.0,26,0.0,0.0
"(36, 121)",26.199999999999996,0.14035087719298245,1014,1.9847514082979025,0.14388833745381038
"(36, 122)",22.999999999999996,0.05194805194805195,1430,0.9582686649180592,0.06227137675567217
"(36, 123)",21.4,0.03125,1040,0.48663571923316884,0.03422619047619047
"(36, 124)",13.199999999999998,0.0,416,0.0,0.0
"(36, 125)",24.599999999999998,0.11764705882352941,806,1.4870043079013373,0.10782003099997858
"(36, 126)",20.599999999999998,0.023809523809523808,442,0.2530848692773169,0.019230769230769232
"(36, 127)",30.199999999999996,0.30952380952380953,754,3.3253429947421793,0.26558183974653643
"(36, 128)",20.599999999999998,0.015384615384615385,1040,0.24954251462921184,0.01818181818181818
"(36, 130)",30.199999999999996,0.2708333333333333,910,3.372558850499045,0.2827991381864002
"(36, 131)",30.199999999999996,0.18840579710144928,1456,3.359623065383375,0.275614214961033
"(36, 132)",32.599999999999994,0.18823529411764706,1950,4.098802397487319,0.3274689250500385
"(36, 133)",13.199999999999998,0.0,156,0.0,0.0
"(36, 134)",22.199999999999996,0.08333333333333333,338,0.8034095227474247,0.07317104159784514
"(36, 135)",22.999999999999996,0.0547945205479452,1326,1.0224988555615395,0.08358770826451181
"(36, 136)",35.0,0.17757009345794392,2600,4.990331679216058,0.432079034697448
"(36, 137)",21.4,0.05,416,0.4904921236196608,0.03389830508474576
"(36, 138)",20.599999999999998,0.020833333333333332,598,0.2729584204093974,0.02564102564102564
"(36, 139)",13.199999999999998,0.0,468,0.0,0.0
"(36, 140)",13.199999999999998,0.0,806,0.0,0.0
"(36, 141)",26.199999999999996,0.1951219512195122,598,1.9630349143792611,0.13713958150596978
"(36, 142)",27.799999999999997,0.2127659574468085,806,2.5512446390497505,0.20247353395744874
"(36, 143)",22.199999999999996,0.075,442,0.7629301262210519,0.059169325298357556
"(36, 144)",20.599999999999998,0.023809523809523808,442,0.2530848692773169,0.019230769230769232
"(36, 145)",13.199999999999998,0.0,52,0.0,0.0
"(36, 146)",23.799999999999997,0.10416666666666667,702,1.2194579214822834,0.08401050719045478
"(36, 147)",20.599999999999998,0.015625,1014,0.2530848692773169,0.019230769230769232
"(36, 148)",9.899999999999999,0.0,130,0.0,0.0
"(36, 149)",27.799999999999997,0.14285714285714285,1404,2.6471187606443376,0.23089918302163875
"(36, 151)",25.4,0.16666666666666666,598,1.7376624037015111,0.12660068537385327
"(36, 152)",9.899999999999999,0.0,78,0.0,0.0
"(36, 153)",13.199999999999998,0.0,1066,0.0,0.0
"(36, 154)",21.4,0.029850746268656716,1118,0.4774070996214436,0.03125
"(36, 155)",20.599999999999998,0.022222222222222223,520,0.2729584204093974,0.02564102564102564
"(36, 156)",13.199999999999998,0.0,572,0.0,0.0
"(36, 157)",9.899999999999999,0.0,104,0.0,0.0
"(36, 159)",22.199999999999996,0.09090909090909091,260,0.8034095227474247,0.07317104159784514
"(36, 160)",13.199999999999998,0.0,26,0.0,0.0
"(36, 162)",20.599999999999998,0.022727272727272728,494,0.267546386419054,0.023809523809523808
"(36, 163)",13.199999999999998,0.0,312,0.0,0.0
"(36, 165)",13.199999999999998,0.0,26,0.0,0.0
"(36, 166)",20.599999999999998,0.02564102564102564,364,0.21908933281411486,0.010416666666666666
"(36, 167)",20.599999999999998,0.014285714285714285,1170,0.2422988705246811,0.016129032258064516
"(36, 168)",27.799999999999997,0.1111111111111111,1924,2.4778825668719664,0.17833841890045932
"(36, 169)",13.199999999999998,0.0,598,0.0,0.0
"(36, 171)",24.599999999999998,0.09230769230769231,1170,1.4565995960052065,0.09845129852881429
"(36, 172)",13.199999999999998,0.0,1040,0.0,0.0
"(36, 173)",13.199999999999998,0.0,624,0.0,0.0
"(36, 175)",23.799999999999997,0.1282051282051282,468,1.3175136392634916,0.1164795874999241
"(36, 176)",20.599999999999998,0.02040816326530612,624,0.24954251462921184,0.01818181818181818
"(36, 177)",22.999999999999996,0.09523809523809523,520,1.0003685886681686,0.07359384052378812
"(36, 179)",20.599999999999998,0.014084507042253521,1196,0.21908933281411486,0.010416666666666666
"(36, 180)",13.199999999999998,0.0,130,0.0,0.0
"(36, 181)",13.199999999999998,0.0,156,0.0,0.0
"(36, 182)",26.199999999999996,0.18604651162790697,650,2.0765049651487195,0.1709666497202474
"(36, 183)",28.599999999999998,0.2037037037037037,1014,2.8681781259172006,0.24493667655023352
"(36, 184)",13.199999999999998,0.0,572,0.0,0.0
"(36, 185)",24.599999999999998,0.17142857142857143,390,1.524930200742226,0.11825441208192783
"(36, 186)",26.999999999999996,0.3,338,2.3773959277516017,0.20928995762630426
"(36, 187)",20.599999999999998,0.023255813953488372,468,0.21908933281411486,0.010416666666666666
"(36, 188)",20.599999999999998,0.02857142857142857,260,0.2452460618098304,0.01694915254237288
"(36, 189)",13.199999999999998,0.0,806,0.0,0.0
"(36, 190)",23.799999999999997,0.10416666666666667,702,1.2194579214822834,0.08401050719045478
"(36, 191)",13.199999999999998,0.0,650,0.0,0.0
"(36, 193)",23.799999999999997,0.10204081632653061,728,1.2194579214822834,0.08401050719045478
"(36, 198)",13.199999999999998,0.0,364,0.0,0.0
"(37, 38)",13.199999999999998,0.0,95,0.0,0.0
"(37, 39)",20.599999999999998,0.1,30,0.269282508064391,0.024390243902439025
"(37, 40)",13.199999999999998,0.0,170,0.0,0.0
"(37, 41)",13.199999999999998,0.0,35,0.0,0.0
"(37, 42)",13.199999999999998,0.0,60,0.0,0.0
"(37, 43)",13.199999999999998,0.0,145,0.0,0.0
"(37, 44)",13.199999999999998,0.0,185,0.0,0.0
"(37, 45)",13.199999999999998,0.0,35,0.0,0.0
"(37, 46)",13.199999999999998,0.0,115,0.0,0.0
"(37, 47)",21.4,0.3333333333333333,15,0.955143135254946,0.25
"(37, 48)",9.899999999999999,0.0,40,0.0,0.0
"(37, 49)",20.599999999999998,0.021739130434782608,210,0.28599966750267436,0.030303030303030304
"(37, 50)",13.199999999999998,0.0,135,0.0,0.0
"(37, 51)",20.599999999999998,0.043478260869565216,95,0.269282508064391,0.024390243902439025
"(37, 52)",13.199999999999998,0.0,30,0.0,0.0
"(37, 53)",13.199999999999998,0.0,210,0.0,0.0
"(37, 54)",13.199999999999998,0.0,230,0.0,0.0
"(37, 55)",13.199999999999998,0.0,125,0.0,0.0
"(37, 56)",13.199999999999998,0.0,160,0.0,0.0
"(37, 57)",13.199999999999998,0.0,185,0.0,0.0
"(37, 58)",13.199999999999998,0.0,160,0.0,0.0
"(37, 59)",13.199999999999998,0.0,60,0.0,0.0
"(37, 60)",13.199999999999998,0.0,480,0.0,0.0
"(37, 61)",13.199999999999998,0.0,165,0.0,0.0
"(37, 62)",13.199999999999998,0.0,150,0.0,0.0
"(37, 63)",13.199999999999998,0.0,155,0.0,0.0
"(37, 64)",13.199999999999998,0.0,160,0.0,0.0
"(37, 65)",13.199999999999998,0.0,165,0.0,0.0
"(37, 66)",13.199999999999998,0.0,170,0.0,0.0
"(37, 67)",13.199999999999998,0.0,145,0.0,0.0
"(37, 68)",13.199999999999998,0.0,70,0.0,0.0
"(37, 69)",20.599999999999998,0.017543859649122806,265,0.28599966750267436,0.030303030303030304
"(37, 70)",13.199999999999998,0.0,310,0.0,0.0
"(37, 71)",20.599999999999998,0.029411764705882353,150,0.269282508064391,0.024390243902439025
"(37, 72)",13.199999999999998,0.0,45,0.0,0.0
"(37, 73)",21.4,0.058823529411764705,155,0.6198078681980084,0.0803030303030303
"(37, 74)",13.199999999999998,0.0,100,0.0,0.0
"(37, 75)",13.199999999999998,0.0,85,0.0,0.0
"(37, 76)",20.599999999999998,0.05,80,0.269282508064391,0.024390243902439025
"(37, 77)",20.599999999999998,0.030303030303030304,145,0.28599966750267436,0.030303030303030304
"(37, 78)",13.199999999999998,0.0,130,0.0,0.0
"(37, 79)",13.199999999999998,0.0,100,0.0,0.0
"(37, 80)",13.199999999999998,0.0,95,0.0,0.0
"(37, 81)",13.199999999999998,0.0,210,0.0,0.0
"(37, 82)",13.199999999999998,0.0,40,0.0,0.0
"(37, 83)",20.599999999999998,0.015873015873015872,295,0.28599966750267436,0.030303030303030304
"(37, 84)",13.199999999999998,0.0,70,0.0,0.0
"(37, 85)",20.599999999999998,0.043478260869565216,95,0.33380820069533407,0.05
"(37, 86)",22.199999999999996,0.07142857142857142,200,0.8890903762623994,0.10469327420546934
"(37, 87)",13.199999999999998,0.0,120,0.0,0.0
"(37, 88)",20.599999999999998,0.025,180,0.28599966750267436,0.030303030303030304
"(37, 89)",13.199999999999998,0.0,85,0.0,0.0
"(37, 91)",13.199999999999998,0.0,120,0.0,0.0
"(37, 92)",20.599999999999998,0.1111111111111111,25,0.269282508064391,0.024390243902439025
"(37, 93)",13.199999999999998,0.0,135,0.0,0.0
"(37, 94)",13.199999999999998,0.0,130,0.0,0.0
"(37, 95)",13.199999999999998,0.0,200,0.0,0.0
"(37, 96)",21.4,0.03636363636363636,260,0.5552821755670654,0.05469327420546933
"(37, 97)",20.599999999999998,0.045454545454545456,90,0.28599966750267436,0.030303030303030304
"(37, 98)",13.199999999999998,0.0,230,0.0,0.0
"(37, 99)",13.199999999999998,0.0,300,0.0,0.0
"(37, 100)",13.199999999999998,0.0,245,0.0,0.0
"(37, 101)",13.199999999999998,0.0,245,0.0,0.0
"(37, 102)",13.199999999999998,0.0,95,0.0,0.0
"(37, 103)",13.199999999999998,0.0,115,0.0,0.0
"(37, 104)",13.199999999999998,0.0,100,0.0,0.0
"(37, 105)",13.199999999999998,0.0,240,0.0,0.0
"(37, 106)",13.199999999999998,0.0,195,0.0,0.0
"(37, 107)",13.199999999999998,0.0,190,0.0,0.0
"(37, 108)",13.199999999999998,0.0,300,0.0,0.0
"(37, 109)",13.199999999999998,0.0,165,0.0,0.0
"(37, 110)",13.199999999999998,0.0,215,0.0,0.0
"(37, 111)",20.599999999999998,0.022222222222222223,205,0.269282508064391,0.024390243902439025
"(37, 112)",13.199999999999998,0.0,140,0.0,0.0
"(37, 113)",13.199999999999998,0.0,65,0.0,0.0
"(37, 114)",13.199999999999998,0.0,220,0.0,0.0
"(37, 115)",20.599999999999998,0.09090909090909091,35,0.269282508064391,0.024390243902439025
"(37, 116)",20.599999999999998,0.041666666666666664,100,0.269282508064391,0.024390243902439025
"(37, 117)",20.599999999999998,0.058823529411764705,65,0.269282508064391,0.024390243902439025
"(37, 118)",20.599999999999998,0.022222222222222223,205,0.269282508064391,0.024390243902439025
"(37, 119)",13.199999999999998,0.0,45,0.0,0.0
"(37, 120)",9.899999999999999,0.0,5,0.0,0.0
"(37, 121)",20.599999999999998,0.023255813953488372,195,0.269282508064391,0.024390243902439025
"(37, 122)",20.599999999999998,0.01694915254237288,275,0.269282508064391,0.024390243902439025
"(37, 123)",13.199999999999998,0.0,200,0.0,0.0
"(37, 124)",21.4,0.10526315789473684,80,0.5552821755670654,0.05469327420546933
"(37, 125)",20.599999999999998,0.02857142857142857,155,0.28599966750267436,0.030303030303030304
"(37, 126)",20.599999999999998,0.047619047619047616,85,0.269282508064391,0.024390243902439025
"(37, 127)",13.199999999999998,0.0,145,0.0,0.0
"(37, 128)",22.199999999999996,0.07142857142857142,200,0.8890903762623994,0.10469327420546934
"(37, 129)",13.199999999999998,0.0,115,0.0,0.0
"(37, 130)",13.199999999999998,0.0,175,0.0,0.0
"(37, 131)",13.199999999999998,0.0,280,0.0,0.0
"(37, 132)",13.199999999999998,0.0,375,0.0,0.0
"(37, 134)",13.199999999999998,0.0,65,0.0,0.0
"(37, 135)",13.199999999999998,0.0,255,0.0,0.0
"(37, 136)",20.599999999999998,0.009615384615384616,500,0.28599966750267436,0.030303030303030304
"(37, 137)",20.599999999999998,0.05,80,0.269282508064391,0.024390243902439025
"(37, 138)",21.4,0.07692307692307693,115,0.6198078681980084,0.0803030303030303
"(37, 139)",13.199999999999998,0.0,90,0.0,0.0
"(37, 140)",22.199999999999996,0.09090909090909091,155,0.8890903762623994,0.10469327420546934
"(37, 141)",13.199999999999998,0.0,115,0.0,0.0
"(37, 142)",13.199999999999998,0.0,155,0.0,0.0
"(37, 143)",13.199999999999998,0.0,85,0.0,0.0
"(37, 144)",20.599999999999998,0.047619047619047616,85,0.269282508064391,0.024390243902439025
"(37, 145)",13.199999999999998,0.0,10,0.0,0.0
"(37, 146)",13.199999999999998,0.0,135,0.0,0.0
"(37, 147)",21.4,0.047619047619047616,195,0.5552821755670654,0.05469327420546933
"(37, 148)",20.599999999999998,0.1111111111111111,25,0.269282508064391,0.024390243902439025
"(37, 149)",22.199999999999996,0.05357142857142857,270,0.8890903762623994,0.10469327420546934
"(37, 150)",13.199999999999998,0.0,195,0.0,0.0
"(37, 151)",13.199999999999998,0.0,115,0.0,0.0
"(37, 152)",13.199999999999998,0.0,15,0.0,0.0
"(37, 154)",13.199999999999998,0.0,215,0.0,0.0
"(37, 156)",21.4,0.08,110,0.8919188272465812,0.21666666666666667
"(37, 157)",20.599999999999998,0.125,20,0.6213349345596119,0.2
"(37, 158)",13.199999999999998,0.0,295,0.0,0.0
"(37, 159)",13.199999999999998,0.0,50,0.0,0.0
"(37, 160)",13.199999999999998,0.0,5,0.0,0.0
"(37, 161)",13.199999999999998,0.0,155,0.0,0.0
"(37, 162)",13.199999999999998,0.0,95,0.0,0.0
"(37, 163)",20.599999999999998,0.0625,60,0.269282508064391,0.024390243902439025
"(37, 164)",13.199999999999998,0.0,265,0.0,0.0
"(37, 165)",9.899999999999999,0.0,5,0.0,0.0
"(37, 166)",13.199999999999998,0.0,70,0.0,0.0
"(37, 167)",22.999999999999996,0.08695652173913043,225,1.4472010028136466,0.271359940872136
"(37, 168)",20.599999999999998,0.01282051282051282,370,0.269282508064391,0.024390243902439025
"(37, 169)",20.599999999999998,0.037037037037037035,115,0.28599966750267436,0.030303030303030304
"(37, 170)",13.199999999999998,0.0,240,0.0,0.0
"(37, 171)",13.199999999999998,0.0,225,0.0,0.0
"(37, 172)",21.4,0.046511627906976744,200,0.5552821755670654,0.05469327420546933
"(37, 173)",20.599999999999998,0.03571428571428571,120,0.28599966750267436,0.030303030303030304
"(37, 174)",13.199999999999998,0.0,260,0.0,0.0
"(37, 175)",13.199999999999998,0.0,90,0.0,0.0
"(37, 176)",20.599999999999998,0.03571428571428571,120,0.28599966750267436,0.030303030303030304
"(37, 177)",13.199999999999998,0.0,100,0.0,0.0
"(37, 178)",20.599999999999998,0.023255813953488372,195,0.33380820069533407,0.05
"(37, 179)",13.199999999999998,0.0,230,0.0,0.0
"(37, 181)",20.599999999999998,0.1,30,0.269282508064391,0.024390243902439025
"(37, 182)",13.199999999999998,0.0,125,0.0,0.0
"(37, 183)",13.199999999999998,0.0,195,0.0,0.0
